"Name","ID","Group","model.name","system.group","seed","system.train_ratio","system.n_constraints","system.state_dim","system.obs_state_ratio","system.noise_level","state_pred_loss/test","time","state_pred_loss_t/test"
"S:30-OS:6-H:2-G:C10-N:2_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","d7z5ie6m","C10-ObsStateDim2","DAE","C10","3","1","1","30","6","2","0.14900816977024078","5.44505545461858","0.23804309964179993"
"S:30-OS:8-H:2-G:C10-N:2_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","zntnyhys","C10-ObsStateDim2","DAE","C10","3","1","1","30","8","2","0.14863495528697968","5.44505545461858","0.23846229910850525"
"S:30-OS:8-H:2-G:C5-N:2_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","2c4qoak3","C10-ObsStateDim2","DAE","C5","3","1","1","30","8","2","0.13454177975654602","5.208811018859324","0.20063497126102448"
"S:30-OS:8-H:2-G:C5-N:2_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","cuyacetw","C10-ObsStateDim2","DAE","C5","1","1","1","30","8","2","0.13754603266716003","5.208811018859324","0.2097233384847641"
"S:30-OS:6-H:2-G:C5-N:2_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","nozz3zzm","C10-ObsStateDim2","DAE","C5","1","1","1","30","6","2","0.13933266699314115","5.208811018859324","0.22088561952114105"
"S:30-OS:6-H:2-G:C5-N:2_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","6idxxwvx","C10-ObsStateDim2","DAE","C5","3","1","1","30","6","2","0.13729959726333618","5.208811018859324","0.2053687423467636"
"S:30-OS:8-H:2-G:C10-N:2_E-DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","kvabvw89","C10-ObsStateDim2","E-DAE","C10","0","1","1","30","8","2","0.10400545597076416","5.44505545461858","0.15282469987869263"
"S:30-OS:6-H:2-G:C10-N:2_E-DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","x7ay4po7","C10-ObsStateDim2","E-DAE","C10","2","1","1","30","6","2","0.1018054187297821","5.44505545461858","0.14664076268672943"
"S:30-OS:8-H:2-G:C5-N:2_E-DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","m1ftzmpv","C10-ObsStateDim2","E-DAE","C5","0","1","1","30","8","2","0.09583062678575516","5.208811018859324","0.14093199372291565"
"S:30-OS:6-H:2-G:C10-N:2_E-DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","u4c88usl","C10-ObsStateDim2","E-DAE","C10","0","1","1","30","6","2","0.10158015787601472","5.44505545461858","0.15016689896583557"
