"Name","ID","Group","model.name","system.group","seed","system.train_ratio","system.n_constraints","system.state_dim","system.obs_state_ratio","system.noise_level","state_pred_loss/test","time","state_pred_loss_t/test"
"S:50-OS:3-H:2-G:C5-N:0_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","hqll8l0b","NoiseSensitivity2","DAE","C5","3","1","1","50","3","0","0.05038466304540634","5.082603387667447","0.07192171365022659"
"S:50-OS:3-H:2-G:C5-N:6_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","56uyj719","NoiseSensitivity2","DAE","C5","3","1","1","50","3","6","0.6083652973175049","5.082603387667447","0.933576226234436"
"S:50-OS:3-H:2-G:C5-N:0_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","g48hprdb","NoiseSensitivity2","DAE","C5","2","1","1","50","3","0","0.050535157322883606","5.082603387667447","0.0681668072938919"
"S:50-OS:3-H:2-G:C5-N:6_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","42k0ckou","NoiseSensitivity2","DAE","C5","2","1","1","50","3","6","0.6145981550216675","5.082603387667447","0.9408323764801024"
"S:50-OS:3-H:2-G:C5-N:2_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","k6lbl7mv","NoiseSensitivity2","DAE","C5","2","1","1","50","3","2","0.2205898016691208","5.082603387667447","0.3350018858909607"
"S:50-OS:3-H:2-G:C5-N:8_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","kxlheh00","NoiseSensitivity2","DAE","C5","0","1","1","50","3","8","0.7768430709838867","5.082603387667447","1.1789666414260864"
"S:50-OS:3-H:2-G:C5-N:6_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","pzaglz9r","NoiseSensitivity2","DAE","C5","1","1","1","50","3","6","0.6133891344070435","5.082603387667447","0.969047486782074"
"S:50-OS:3-H:2-G:C5-N:0_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","gs28yt7o","NoiseSensitivity2","DAE","C5","1","1","1","50","3","0","0.051846496760845184","5.082603387667447","0.07040706276893616"
"S:50-OS:3-H:2-G:C5-N:0_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","4mb3qcru","NoiseSensitivity2","DAE","C5","0","1","1","50","3","0","0.05049600824713707","5.082603387667447","0.06806355714797974"
"S:50-OS:3-H:2-G:C5-N:2_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","zvvgy1hq","NoiseSensitivity2","DAE","C5","0","1","1","50","3","2","0.21944263577461243","5.082603387667447","0.3324897885322571"
"S:50-OS:3-H:2-G:C5-N:6_DAE-Obs_w:1.0-Orth_w:0.0-Act:ELU-B:True-BN:False-LR:0.001-L:5-128_system.n_constraints=1 system=linear_system","bdq8u8oe","NoiseSensitivity2","DAE","C5","0","1","1","50","3","6","0.603458046913147","5.082603387667447","0.9211571216583252"
